"TaxonomicGroup";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"Speciesname";"UniqueID";"SpeciesnameDutch";"RLCAsPublished";"RLC_IUCN";"RLCEurope";"Criteria";"IUCNCriteria";"Biome";"Biotope1";"Biotope2";"Cuddliness";"Lifespan";"Mobility";"NutrientLevel";"Spine";"YearPublished";"Reference"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Cornales";"Cornaceae";"Cornus";"sanguinea";"Cornus sanguinea L.";"Cornus sanguinea L.";"INBO_RL_PLA_2006_VAL_286";"Rode kornoelje";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Capparales";"Brassicaceae";"Coronopus";"squamatus";"Coronopus squamatus (Forssk.) Aschers.";"Coronopus squamatus (Forssk.) Aschers.";"INBO_RL_PLA_2006_VAL_287";"Grove varkenskers";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Agriculture";"";"Cuddly";"Shortlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Caryophyllales";"Caryophyllaceae";"Corrigiola";"litoralis";"Corrigiola litoralis L.";"Corrigiola litoralis L.";"INBO_RL_PLA_2006_VAL_288";"Riempjes";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Urban";"";"Cuddly";"Shortlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Papaverales";"Papaveraceae";"Corydalis";"solida";"Corydalis solida (L.) Clairv.";"Corydalis solida (L.) Clairv.";"INBO_RL_PLA_2006_VAL_289";"Vingerhelmbloem";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Woodlands";"";"Cuddly";"Longlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Liliales";"Liliaceae";"Allium";"oleraceum";"Allium oleraceum L.";"Allium oleraceum L.";"INBO_RL_PLA_2006_VAL_29";"Moeslook";"Met verdwijning bedreigd";"CR";"LC";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Fagales";"Betulaceae";"Corylus";"avellana";"Corylus avellana L.";"Corylus avellana L.";"INBO_RL_PLA_2006_VAL_290";"Hazelaar";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Corynephorus";"canescens";"Corynephorus canescens (L.) Beauv.";"Corynephorus canescens (L.) Beauv.";"INBO_RL_PLA_2006_VAL_291";"Buntgras";"Achteruitgaand";"NT";"";"Regional";"";"Terrestrial";"Dunes";"Heathlands";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Capparales";"Brassicaceae";"Crambe";"maritima";"Crambe maritima L.";"Crambe maritima L.";"INBO_RL_PLA_2006_VAL_292";"Zeekool";"Zeldzaam";"NT";"LC";"Regional";"";"Terrestrial";"Dunes";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Saxifragales";"Crassulaceae";"Crassula";"tillaea";"Crassula tillaea Lester-Garland";"Crassula tillaea Lester-Garland";"INBO_RL_PLA_2006_VAL_293";"Mosbloempje";"Verdwenen uit Vlaanderen en het Brussels Gewest";"RE";"";"Regional";"";"Terrestrial";"Urban";"";"Cuddly";"Shortlived";"Sedentary";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Rosales";"Rosaceae";"Crataegus";"laevigata";"Crataegus laevigata (Poiret) DC.";"Crataegus laevigata (Poiret) DC.";"INBO_RL_PLA_2006_VAL_294";"Tweestijlige meidoorn";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"Shrubs";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Rosales";"Rosaceae";"Crataegus";"monogyna";"Crataegus monogyna Jacq.";"Crataegus monogyna Jacq.";"INBO_RL_PLA_2006_VAL_295";"Eenstijlige meidoorn";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"Shrubs";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Rosales";"Rosaceae";"Crataegus";"rhipidophylla";"Crataegus rhipidophylla Gandoger";"Crataegus rhipidophylla Gandoger";"INBO_RL_PLA_2006_VAL_296";"Koraalmeidoorn";"Verdwenen uit Vlaanderen en het Brussels Gewest";"RE";"";"Regional";"";"Terrestrial";"Shrubs";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Asterales";"Asteraceae";"Crepis";"biennis";"Crepis biennis L.";"Crepis biennis L.";"INBO_RL_PLA_2006_VAL_297";"Groot streepzaad";"Achteruitgaand";"NT";"";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Asterales";"Asteraceae";"Crepis";"capillaris";"Crepis capillaris (L.) Wallr.";"Crepis capillaris (L.) Wallr.";"INBO_RL_PLA_2006_VAL_298";"Klein streepzaad";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Asterales";"Asteraceae";"Crepis";"foetida";"Crepis foetida L.";"Crepis foetida L.";"INBO_RL_PLA_2006_VAL_299";"Stinkend streepzaad";"Bedreigd";"EN";"";"Regional";"";"Terrestrial";"Urban";"";"Cuddly";"Shortlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Asterales";"Asteraceae";"Achillea";"ptarmica";"Achillea ptarmica L.";"Achillea ptarmica L.";"INBO_RL_PLA_2006_VAL_3";"Wilde bertram";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Grasslands";"Marshes";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Liliales";"Liliaceae";"Allium";"scorodoprasum";"Allium scorodoprasum L.";"Allium scorodoprasum L.";"INBO_RL_PLA_2006_VAL_30";"Slangenlook";"Bedreigd";"EN";"LC";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Asterales";"Asteraceae";"Crepis";"paludosa";"Crepis paludosa (L.) Moench";"Crepis paludosa (L.) Moench";"INBO_RL_PLA_2006_VAL_300";"Moerasstreepzaad";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Grasslands";"Woodlands";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Asterales";"Asteraceae";"Crepis";"polymorpha";"Crepis polymorpha Pourr.";"Crepis polymorpha Pourr.";"INBO_RL_PLA_2006_VAL_301";"Paardenbloemstreepzaad";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Asterales";"Asteraceae";"Crepis";"tectorum";"Crepis tectorum L.";"Crepis tectorum L.";"INBO_RL_PLA_2006_VAL_302";"Smal streepzaad";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Urban";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Apiales";"Apiaceae";"Crithmum";"maritimum";"Crithmum maritimum L.";"Crithmum maritimum L.";"INBO_RL_PLA_2006_VAL_303";"Zeevenkel";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Dunes";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Rubiales";"Rubiaceae";"Cruciata";"laevipes";"Cruciata laevipes Opiz";"Cruciata laevipes Opiz";"INBO_RL_PLA_2006_VAL_304";"Kruisbladwalstro";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Shrubs";"Grasslands";"Cuddly";"Longlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Polemoniales";"Convolvulaceae";"Cuscuta";"epithymum";"Cuscuta epithymum (L.) L.";"Cuscuta epithymum (L.) L.";"INBO_RL_PLA_2006_VAL_305";"Klein warkruid";"Bedreigd";"EN";"";"Regional";"";"Terrestrial";"Grasslands";"Heathlands";"Cuddly";"Shortlived";"Sedentary";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Polemoniales";"Convolvulaceae";"Cuscuta";"europaea";"Cuscuta europaea L.";"Cuscuta europaea L.";"INBO_RL_PLA_2006_VAL_306";"Groot warkruid";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"Shrubs";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Lamiales";"Boraginaceae";"Cynoglossum";"officinale";"Cynoglossum officinale L.";"Cynoglossum officinale L.";"INBO_RL_PLA_2006_VAL_307";"Veldhondstong";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Dunes";"Shrubs";"Cuddly";"Longlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Cynosurus";"cristatus";"Cynosurus cristatus L.";"Cynosurus cristatus L.";"INBO_RL_PLA_2006_VAL_308";"Kamgras";"Achteruitgaand";"NT";"";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Juncales";"Cyperaceae";"Cyperus";"flavescens";"Cyperus flavescens L.";"Cyperus flavescens L.";"INBO_RL_PLA_2006_VAL_309";"Geel cypergras";"Verdwenen uit Vlaanderen en het Brussels Gewest";"RE";"";"Regional";"";"Terrestrial";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Liliales";"Liliaceae";"Allium";"ursinum";"Allium ursinum L.";"Allium ursinum L.";"INBO_RL_PLA_2006_VAL_31";"Daslook";"Momenteel niet bedreigd";"LC";"LC";"Regional";"";"Terrestrial";"Woodlands";"";"Cuddly";"Longlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Juncales";"Cyperaceae";"Cyperus";"fuscus";"Cyperus fuscus L.";"Cyperus fuscus L.";"INBO_RL_PLA_2006_VAL_310";"Bruin cypergras";"Zeldzaam";"NT";"LC";"Regional";"";"Terrestrial";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Pteropsida";"Filicales";"Athyriaceae";"Cystopteris";"fragilis";"Cystopteris fragilis (L.) Bernh.";"Cystopteris fragilis (L.) Bernh.";"INBO_RL_PLA_2006_VAL_311";"Blaasvaren";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Urban";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Fabales";"Fabaceae";"Cytisus";"scoparius";"Cytisus scoparius (L.) Link";"Cytisus scoparius (L.) Link";"INBO_RL_PLA_2006_VAL_312";"Brem";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Shrubs";"";"Cuddly";"Longlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Dactylis";"glomerata";"Dactylis glomerata L.";"Dactylis glomerata L.";"INBO_RL_PLA_2006_VAL_313";"Kropaar";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"Grasslands";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Orchidales";"Orchidaceae";"Dactylorhiza";"fuchsii";"Dactylorhiza fuchsii (Druce) Soó";"Dactylorhiza fuchsii (Druce) Soó";"INBO_RL_PLA_2006_VAL_314";"Bosorchis";"Onvoldoende gekend";"DD";"LC";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Orchidales";"Orchidaceae";"Dactylorhiza";"incarnata";"Dactylorhiza incarnata (L.) Soó";"Dactylorhiza incarnata (L.) Soó";"INBO_RL_PLA_2006_VAL_315";"Vleeskleurige orchis";"Zeldzaam";"NT";"LC";"Regional";"";"Terrestrial";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Orchidales";"Orchidaceae";"Dactylorhiza";"maculata";"Dactylorhiza maculata (L.) Soó";"Dactylorhiza maculata (L.) Soó";"INBO_RL_PLA_2006_VAL_316";"Gevlekte orchis";"Kwetsbaar";"VU";"LC";"Regional";"";"Terrestrial";"Grasslands";"Heathlands";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Orchidales";"Orchidaceae";"Dactylorhiza";"majalis";"Dactylorhiza majalis (Reichenb.) P.F. Hunt et Summerh.";"Dactylorhiza majalis (Reichenb.) P.F. Hunt et Summerh.";"INBO_RL_PLA_2006_VAL_317";"Brede orchis";"Kwetsbaar";"VU";"LC";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Orchidales";"Orchidaceae";"Dactylorhiza";"praetermissa";"Dactylorhiza praetermissa (Druce) Soó";"Dactylorhiza praetermissa (Druce) Soó";"INBO_RL_PLA_2006_VAL_318";"Rietorchis";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Marshes";"Grasslands";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Orchidales";"Orchidaceae";"Dactylorhiza";"sphagnicola";"Dactylorhiza sphagnicola (Höppner) Averyanov";"Dactylorhiza sphagnicola (Höppner) Averyanov";"INBO_RL_PLA_2006_VAL_319";"Veenorchis";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Heathlands";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Liliales";"Liliaceae";"Allium";"vineale";"Allium vineale L.";"Allium vineale L.";"INBO_RL_PLA_2006_VAL_32";"Kraailook";"Momenteel niet bedreigd";"LC";"LC";"Regional";"";"Terrestrial";"Grasslands";"Shrubs";"Cuddly";"Longlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Danthonia";"decumbens";"Danthonia decumbens (L.) DC.";"Danthonia decumbens (L.) DC.";"INBO_RL_PLA_2006_VAL_320";"Tandjesgras";"Achteruitgaand";"NT";"";"Regional";"";"Terrestrial";"Grasslands";"Heathlands";"Cuddly";"Longlived";"Sedentary";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Thymelaeales";"Thymelaeaceae";"Daphne";"mezereum";"Daphne mezereum L.";"Daphne mezereum L.";"INBO_RL_PLA_2006_VAL_321";"Rood peperboompje";"Met verdwijning bedreigd";"CR";"";"Regional";"";"Terrestrial";"Woodlands";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Polemoniales";"Solanaceae";"Datura";"stramonium";"Datura stramonium L.";"Datura stramonium L.";"INBO_RL_PLA_2006_VAL_322";"Doornappel";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Agriculture";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Apiales";"Apiaceae";"Daucus";"carota";"Daucus carota L.";"Daucus carota L.";"INBO_RL_PLA_2006_VAL_323";"Peen";"Momenteel niet bedreigd";"LC";"LC";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Caryophyllales";"Caryophyllaceae";"Delia";"segetalis";"Delia segetalis (L.) Dum.";"Delia segetalis (L.) Dum.";"INBO_RL_PLA_2006_VAL_324";"Korenschijnspurrie";"Verdwenen uit Vlaanderen en het Brussels Gewest";"RE";"";"Regional";"";"Terrestrial";"Agriculture";"";"Cuddly";"Shortlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Deschampsia";"cespitosa";"Deschampsia cespitosa (L.) Beauv.";"Deschampsia cespitosa (L.) Beauv.";"INBO_RL_PLA_2006_VAL_325";"Ruwe smele";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"Grasslands";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Deschampsia";"flexuosa";"Deschampsia flexuosa (L.) Trin.";"Deschampsia flexuosa (L.) Trin.";"INBO_RL_PLA_2006_VAL_326";"Bochtige smele";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Eurytopic";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Deschampsia";"setacea";"Deschampsia setacea (Huds.) Hack.";"Deschampsia setacea (Huds.) Hack.";"INBO_RL_PLA_2006_VAL_327";"Moerassmele";"Met verdwijning bedreigd";"CR";"";"Regional";"";"Terrestrial";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Capparales";"Brassicacaea";"Descurainia";"sophia";"Descurainia sophia (L.) Webb ex Prantl";"Descurainia sophia (L.) Webb ex Prantl";"INBO_RL_PLA_2006_VAL_328";"Sofiekruid";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Dunes";"";"Cuddly";"Shortlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Caryophyllales";"Caryophyllaceae";"Dianthus";"armeria";"Dianthus armeria L.";"Dianthus armeria L.";"INBO_RL_PLA_2006_VAL_329";"Ruige anjer";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Urban";"Grasslands";"Cuddly";"Shortlived";"Sedentary";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Fagales";"Betulaceae";"Alnus";"glutinosa";"Alnus glutinosa (L.) Gaertn.";"Alnus glutinosa (L.) Gaertn.";"INBO_RL_PLA_2006_VAL_33";"Zwarte els";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"";"Cuddly";"Longlived";"Mobile";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Caryophyllales";"Caryophyllaceae";"Dianthus";"deltoides";"Dianthus deltoides L.";"Dianthus deltoides L.";"INBO_RL_PLA_2006_VAL_330";"Steenanjer";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Sedentary";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Scrophulariales";"Scrophulariaceae";"Digitalis";"purpurea";"Digitalis purpurea L.";"Digitalis purpurea L.";"INBO_RL_PLA_2006_VAL_331";"Vingerhoedskruid";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Shrubs";"Woodlands";"Cuddly";"Shortlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Digitaria";"ischaemum";"Digitaria ischaemum (Schreb. ex Schweigg.) Muhlenb.";"Digitaria ischaemum (Schreb. ex Schweigg.) Muhlenb.";"INBO_RL_PLA_2006_VAL_332";"Glad vingergras";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Agriculture";"";"Cuddly";"Shortlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Lycopsida";"Lycopodiales";"Lycopodiaceae";"Diphasiastrum";"tristachyum";"Diphasiastrum tristachyum (Pursh) Holub";"Diphasiastrum tristachyum (Pursh) Holub";"INBO_RL_PLA_2006_VAL_333";"Kleine wolfsklauw";"Met verdwijning bedreigd";"CR";"";"Regional";"";"Terrestrial";"Heathlands";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Capparales";"Brassicaceae";"Diplotaxis";"muralis";"Diplotaxis muralis (L.) DC.";"Diplotaxis muralis (L.) DC.";"INBO_RL_PLA_2006_VAL_334";"Kleine zandkool";"Momenteel niet bedreigd";"LC";"LC";"Regional";"";"Terrestrial";"Urban";"";"Cuddly";"Shortlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Dipsacales";"Dipsacaceae";"Dipsacus";"fullonum";"Dipsacus fullonum L.";"Dipsacus fullonum L.";"INBO_RL_PLA_2006_VAL_335";"Grote kaardenbol";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Shrubs";"";"Cuddly";"Shortlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Dipsacales";"Dipsacaceae";"Dipsacus";"pilosus";"Dipsacus pilosus L.";"Dipsacus pilosus L.";"INBO_RL_PLA_2006_VAL_336";"Kleine kaardenbol";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Sedentary";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Capparales";"Brassicaceae";"Draba";"muralis";"Draba muralis L.";"Draba muralis L.";"INBO_RL_PLA_2006_VAL_337";"Wit hongerbloempje";"Zeldzaam";"NT";"";"Regional";"";"Terrestrial";"Urban";"Agriculture";"Cuddly";"Shortlived";"Sedentary";"Mesotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Sarraceniales";"Droseraceae";"Drosera";"longifolia";"Drosera anglica Huds.";"Drosera anglica Huds.";"INBO_RL_PLA_2006_VAL_338";"Lange zonnedauw";"Verdwenen uit Vlaanderen en het Brussels Gewest";"RE";"";"Regional";"";"Terrestrial";"Heathlands";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Sarraceniales";"Droseraceae";"Drosera";"intermedia";"Drosera intermedia Hayne";"Drosera intermedia Hayne";"INBO_RL_PLA_2006_VAL_339";"Kleine zonnedauw";"Momenteel niet bedreigd";"LC";"";"Regional";"";"Terrestrial";"Heathlands";"";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
"VascularPlants";"Plantae";"Tracheophyta";"Spermatopsida";"Poales";"Poaceae";"Alopecurus";"aequalis";"Alopecurus aequalis Sobol.";"Alopecurus aequalis Sobol.";"INBO_RL_PLA_2006_VAL_34";"Rosse vossenstaart";"Momenteel niet bedreigd";"LC";"LC";"Regional";"";"Terrestrial";"Agriculture";"Marshes";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Plant";2006.00;"VanLanduyt_etal_2006"
