"TaxonomicGroup";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"Speciesname";"UniqueID";"SpeciesnameDutch";"RLCAsPublished";"RLC_IUCN";"RLCEurope";"Criteria";"IUCNCriteria";"Biome";"Biotope1";"Biotope2";"Cuddliness";"Lifespan";"Mobility";"NutrientLevel";"Spine";"YearPublished";"Reference"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus";"canus";"Larus canus";"Larus canus";"INBO_RL_BIR_2016_VAL_117";"Stormmeeuw";"Ernstig bedreigd";"CR";"LC";"IUCN";"B2a(ii);D1";"SemiAquatic";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus";"fuscus";"Larus fuscus";"Larus fuscus";"INBO_RL_BIR_2016_VAL_118";"Kleine mantelmeeuw";"Bijna in gevaar";"NT";"LC";"IUCN";"B2a(ii)b(iii,v)";"Terrestrial";"Dunes";"Urban";"Cuddly";"Longlived";"Mobile";"Oligotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus";"marinus";"Larus marinus";"Larus marinus";"INBO_RL_BIR_2016_VAL_119";"Grote mantelmeeuw";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Aix";"sponsa";"Aix sponsa";"Aix sponsa";"INBO_RL_BIR_2016_VAL_12";"Carolina-eend";"Niet van toepassing";"NA";"NE";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus";"melanocephalus";"Larus melanocephalus";"Larus melanocephalus";"INBO_RL_BIR_2016_VAL_120";"Zwartkopmeeuw";"Kwetsbaar";"VU";"LC";"IUCN";"B2a(ii)c(iii,iv)";"SemiAquatic";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus";"michahellis";"Larus michahellis";"Larus michahellis";"INBO_RL_BIR_2016_VAL_121";"Geelpootmeeuw";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus";"minutus";"Larus minutus";"Larus minutus";"INBO_RL_BIR_2016_VAL_122";"Dwergmeeuw";"Niet geëvalueerd";"NE";"NT";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Laridae";"Larus";"ridibundus";"Larus ridibundus";"Larus ridibundus";"INBO_RL_BIR_2016_VAL_123";"Kokmeeuw";"Kwetsbaar";"VU";"LC";"IUCN";"A2a;B2b(v)";"SemiAquatic";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Limosa";"limosa";"Limosa limosa";"Limosa limosa";"INBO_RL_BIR_2016_VAL_124";"Grutto";"Kwetsbaar";"VU";"VU";"IUCN";"B2b(iii,v);C1;D1";"Terrestrial";"Grasslands";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Locustella";"luscinioides";"Locustella luscinioides";"Locustella luscinioides";"INBO_RL_BIR_2016_VAL_125";"Snor";"Ernstig bedreigd";"CR";"LC";"IUCN";"B2b(iii);D1";"SemiAquatic";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Locustella";"naevia";"Locustella naevia";"Locustella naevia";"INBO_RL_BIR_2016_VAL_126";"Sprinkhaanzanger";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"SemiAquatic";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Loxia";"curvirostra";"Loxia curvirostra";"Loxia curvirostra";"INBO_RL_BIR_2016_VAL_127";"Kruisbek";"Kwetsbaar";"VU";"LC";"IUCN";"B2c(iv);D1";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Loxia";"pytyopsittacus";"Loxia pytyopsittacus";"Loxia pytyopsittacus";"INBO_RL_BIR_2016_VAL_128";"Grote kruisbek";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Alaudidae";"Lullula";"arborea";"Lullula arborea";"Lullula arborea";"INBO_RL_BIR_2016_VAL_129";"Boomleeuwerik";"Bijna in gevaar";"NT";"LC";"IUCN";"B2b(iii);D1";"Terrestrial";"Heathlands";"";"Cuddly";"Shortlived";"Mobile";"Oligotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Alaudidae";"Alauda";"arvensis";"Alauda arvensis";"Alauda arvensis";"INBO_RL_BIR_2016_VAL_13";"Veldleeuwerik";"Kwetsbaar";"VU";"LC";"IUCN";"B2b(iii)";"Terrestrial";"Agriculture";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Luscinia";"megarhynchos";"Luscinia megarhynchos";"Luscinia megarhynchos";"INBO_RL_BIR_2016_VAL_130";"Nachtegaal";"Kwetsbaar";"VU";"LC";"IUCN";"A2ab;B2b(v);C1;D1";"Terrestrial";"Shrubs";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Luscinia";"svecica";"Luscinia svecica";"Luscinia svecica";"INBO_RL_BIR_2016_VAL_131";"Blauwborst";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"SemiAquatic";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Coraciiformes";"Meropidae";"Merops";"apiaster";"Merops apiaster";"Merops apiaster";"INBO_RL_BIR_2016_VAL_132";"Bijeneter";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Milvus";"migrans";"Milvus migrans";"Milvus migrans";"INBO_RL_BIR_2016_VAL_133";"Zwarte wouw";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Milvus";"milvus";"Milvus milvus";"Milvus milvus";"INBO_RL_BIR_2016_VAL_134";"Rode wouw";"Niet geëvalueerd";"NE";"NT";"IUCN";"";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla";"alba";"Motacilla alba";"Motacilla alba";"INBO_RL_BIR_2016_VAL_135";"Witte kwikstaart";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Eurytopic";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla";"alba yarrellii";"Motacilla alba yarrellii";"Motacilla alba yarrellii";"INBO_RL_BIR_2016_VAL_136";"Rouwkwikstaart";"Niet geëvalueerd";"NE";"NE";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla";"cinerea";"Motacilla cinerea";"Motacilla cinerea";"INBO_RL_BIR_2016_VAL_137";"Grote gele kwikstaart";"Bijna in gevaar";"NT";"LC";"IUCN";"D1";"SemiAquatic";"RunningWaters";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla";"flava";"Motacilla flava";"Motacilla flava";"INBO_RL_BIR_2016_VAL_138";"Gele kwikstaart";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Grasslands";"Agriculture";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Motacillidae";"Motacilla";"flava flavissima";"Motacilla flava flavissima";"Motacilla flava flavissima";"INBO_RL_BIR_2016_VAL_139";"Engelse gele kwikstaart";"Niet geëvalueerd";"NE";"NE";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Coraciiformes";"Alcedinidae";"Alcedo";"atthis";"Alcedo atthis";"Alcedo atthis";"INBO_RL_BIR_2016_VAL_14";"IJsvogel";"Kwetsbaar";"VU";"VU";"IUCN";"A2a;B2c(iv);C1,2b;D1";"SemiAquatic";"RunningWaters";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Muscicapa";"striata";"Muscicapa striata";"Muscicapa striata";"INBO_RL_BIR_2016_VAL_140";"Grauwe vliegenvanger";"Bijna in gevaar";"NT";"LC";"IUCN";"A2b;B2b(iii,v)";"Terrestrial";"Shrubs";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Netta";"rufina";"Netta rufina";"Netta rufina";"INBO_RL_BIR_2016_VAL_141";"Krooneend";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Numenius";"arquata";"Numenius arquata";"Numenius arquata";"INBO_RL_BIR_2016_VAL_142";"Wulp";"Bedreigd";"EN";"VU";"IUCN";"A2a;B2b(iii,v);C1;D1";"Terrestrial";"Grasslands";"Heathlands";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Ardeidae";"Nycticorax";"nycticorax";"Nycticorax nycticorax";"Nycticorax nycticorax";"INBO_RL_BIR_2016_VAL_143";"Kwak";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"SemiAquatic";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Oenanthe";"oenanthe";"Oenanthe oenanthe";"Oenanthe oenanthe";"INBO_RL_BIR_2016_VAL_144";"Tapuit";"Ernstig bedreigd";"CR";"LC";"IUCN";"A2a;B2a(ii)b(iii,v);C1;D1";"Terrestrial";"Dunes";"";"Cuddly";"Shortlived";"Mobile";"Oligotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Oriolidae";"Oriolus";"oriolus";"Oriolus oriolus";"Oriolus oriolus";"INBO_RL_BIR_2016_VAL_145";"Wielewaal";"Bedreigd";"EN";"LC";"IUCN";"A2ab;B2b(v);C1;D1";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Oxyura";"jamaicensis";"Oxyura jamaicensis";"Oxyura jamaicensis";"INBO_RL_BIR_2016_VAL_146";"Rosse stekelstaarteend";"Niet van toepassing";"NA";"NE";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Timaliidae";"Panurus";"biarmicus";"Panurus biarmicus";"Panurus biarmicus";"INBO_RL_BIR_2016_VAL_147";"Baardmannetje";"Kwetsbaar";"VU";"LC";"IUCN";"B2b(iii);D1";"SemiAquatic";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Parus";"ater";"Parus ater";"Parus ater";"INBO_RL_BIR_2016_VAL_148";"Zwarte mees";"Bijna in gevaar";"NT";"LC";"IUCN";"A2b;B2b(v)";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Parus";"caeruleus";"Parus caeruleus";"Parus caeruleus";"INBO_RL_BIR_2016_VAL_149";"Pimpelmees";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Eurytopic";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Alopochen";"aegyptiacus";"Alopochen aegyptiacus";"Alopochen aegyptiacus";"INBO_RL_BIR_2016_VAL_15";"Nijlgans";"Niet van toepassing";"NA";"NE";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Parus";"cristatus";"Parus cristatus";"Parus cristatus";"INBO_RL_BIR_2016_VAL_150";"Kuifmees";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Parus";"major";"Parus major";"Parus major";"INBO_RL_BIR_2016_VAL_151";"Koolmees";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Eurytopic";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Parus";"montanus";"Parus montanus";"Parus montanus";"INBO_RL_BIR_2016_VAL_152";"Matkop";"Bedreigd";"EN";"LC";"IUCN";"A2ab;C1";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Paridae";"Parus";"palustris";"Parus palustris";"Parus palustris";"INBO_RL_BIR_2016_VAL_153";"Glanskop";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Passer";"domesticus";"Passer domesticus";"Passer domesticus";"INBO_RL_BIR_2016_VAL_154";"Huismus";"Kwetsbaar";"VU";"LC";"IUCN";"A2b;B2b(v)";"Terrestrial";"Urban";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Passeridae";"Passer";"montanus";"Passer montanus";"Passer montanus";"INBO_RL_BIR_2016_VAL_155";"Ringmus";"Bedreigd";"EN";"LC";"IUCN";"A2b;B2b(iii,v)";"Terrestrial";"Agriculture";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Galliformes";"Phasianidae";"Perdix";"perdix";"Perdix perdix";"Perdix perdix";"INBO_RL_BIR_2016_VAL_156";"Patrijs";"Kwetsbaar";"VU";"LC";"IUCN";"A2b;B2b(iii,v)";"Terrestrial";"Agriculture";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Accipitriformes";"Accipitridae";"Pernis";"apivorus";"Pernis apivorus";"Pernis apivorus";"INBO_RL_BIR_2016_VAL_157";"Wespendief";"Bijna in gevaar";"NT";"LC";"IUCN";"D1";"Terrestrial";"Woodlands";"";"NonCuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Phalacrocoracidae";"Phalacrocorax";"carbo";"Phalacrocorax carbo";"Phalacrocorax carbo";"INBO_RL_BIR_2016_VAL_158";"Aalscholver";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"SemiAquatic";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Galliformes";"Phasianidae";"Phasianus";"colchicus";"Phasianus colchicus";"Phasianus colchicus";"INBO_RL_BIR_2016_VAL_159";"Fazant";"Niet van toepassing";"NA";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"acuta";"Anas acuta";"Anas acuta";"INBO_RL_BIR_2016_VAL_16";"Pijlstaart";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"SemiAquatic";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Scolopacidae";"Philomachus";"pugnax";"Philomachus pugnax";"Philomachus pugnax";"INBO_RL_BIR_2016_VAL_160";"Kemphaan";"Ernstig bedreigd";"CR";"LC";"IUCN";"B2a(ii)b(iii,v);D1";"Terrestrial";"Grasslands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Phoenicurus";"ochruros";"Phoenicurus ochruros";"Phoenicurus ochruros";"INBO_RL_BIR_2016_VAL_161";"Zwarte roodstaart";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Urban";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Muscicapidae";"Phoenicurus";"phoenicurus";"Phoenicurus phoenicurus";"Phoenicurus phoenicurus";"INBO_RL_BIR_2016_VAL_162";"Gekraagde roodstaart";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Phylloscopus";"collybita";"Phylloscopus collybita";"Phylloscopus collybita";"INBO_RL_BIR_2016_VAL_163";"Tjiftjaf";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Phylloscopus";"sibilatrix";"Phylloscopus sibilatrix";"Phylloscopus sibilatrix";"INBO_RL_BIR_2016_VAL_164";"Fluiter";"Kwetsbaar";"VU";"LC";"IUCN";"D1";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Sylviidae";"Phylloscopus";"trochilus";"Phylloscopus trochilus";"Phylloscopus trochilus";"INBO_RL_BIR_2016_VAL_165";"Fitis";"Kwetsbaar";"VU";"LC";"IUCN";"A2b;B2b(v)";"Terrestrial";"Shrubs";"";"Cuddly";"Shortlived";"Mobile";"Mesotrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Corvidae";"Pica";"pica";"Pica pica";"Pica pica";"INBO_RL_BIR_2016_VAL_166";"Ekster";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Eurytopic";"";"NonCuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Piciformes";"Picidae";"Picus";"viridis";"Picus viridis";"Picus viridis";"INBO_RL_BIR_2016_VAL_167";"Groene specht";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Pelecaniformes";"Threskiornithidae";"Platalea";"leucorodia";"Platalea leucorodia";"Platalea leucorodia";"INBO_RL_BIR_2016_VAL_168";"Lepelaar";"Ernstig bedreigd";"CR";"LC";"IUCN";"B2a(ii);D1";"SemiAquatic";"Marshes";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Charadriiformes";"Charadriidae";"Pluvialis";"apricaria";"Pluvialis apricaria";"Pluvialis apricaria";"INBO_RL_BIR_2016_VAL_169";"Goudplevier";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Anseriformes";"Anatidae";"Anas";"bahamensis";"Anas bahamensis";"Anas bahamensis";"INBO_RL_BIR_2016_VAL_17";"Bahamapijlstaart";"Niet van toepassing";"NA";"NE";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Podicipediformes";"Podicipedidae";"Podiceps";"cristatus";"Podiceps cristatus";"Podiceps cristatus";"INBO_RL_BIR_2016_VAL_170";"Fuut";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"SemiAquatic";"StandingWaters";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Podicipediformes";"Podicipedidae";"Podiceps";"grisegena";"Podiceps grisegena";"Podiceps grisegena";"INBO_RL_BIR_2016_VAL_171";"Roodhalsfuut";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Podicipediformes";"Podicipedidae";"Podiceps";"nigricollis";"Podiceps nigricollis";"Podiceps nigricollis";"INBO_RL_BIR_2016_VAL_172";"Geoorde fuut";"Bedreigd";"EN";"LC";"IUCN";"D1";"SemiAquatic";"StandingWaters";"";"Cuddly";"Longlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Porzana";"parva";"Porzana parva";"Porzana parva";"INBO_RL_BIR_2016_VAL_173";"Klein waterhoen";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Porzana";"porzana";"Porzana porzana";"Porzana porzana";"INBO_RL_BIR_2016_VAL_174";"Porseleinhoen";"Ernstig bedreigd";"CR";"LC";"IUCN";"B2b(iii,v)c(iii,iv);D1";"Terrestrial";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Porzana";"pusilla";"Porzana pusilla";"Porzana pusilla";"INBO_RL_BIR_2016_VAL_175";"Kleinst waterhoen";"Niet geëvalueerd";"NE";"LC";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Prunellidae";"Prunella";"modularis";"Prunella modularis";"Prunella modularis";"INBO_RL_BIR_2016_VAL_176";"Heggenmus";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"Terrestrial";"Eurytopic";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Psittaciformes";"Psittacidae";"Psittacula";"krameri";"Psittacula krameri";"Psittacula krameri";"INBO_RL_BIR_2016_VAL_177";"Halsbandparkiet";"Niet van toepassing";"NA";"NE";"IUCN";"";"";"";"";"";"";"";"";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Passeriformes";"Fringillidae";"Pyrrhula";"pyrrhula";"Pyrrhula pyrrhula";"Pyrrhula pyrrhula";"INBO_RL_BIR_2016_VAL_178";"Goudvink";"Bijna in gevaar";"NT";"LC";"IUCN";"D1";"Terrestrial";"Woodlands";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
"BreedingBirds";"Animalia";"Chordata";"Aves";"Gruiformes";"Rallidae";"Rallus";"aquaticus";"Rallus aquaticus";"Rallus aquaticus";"INBO_RL_BIR_2016_VAL_179";"Waterral";"Momenteel niet in gevaar";"LC";"LC";"IUCN";"";"SemiAquatic";"Marshes";"";"Cuddly";"Shortlived";"Mobile";"Eutrophic";"Vertebrate";2016.00;"Devos_etal_2016"
