"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","UniqueID","TaxonomicGroup","YearPublished","Kingdom","scientificName1","vernacularName","RLCAsPublished","RLC","RLCEurope","Criteria","Reference","license","rightsHolder","accessRights","datasetName","locationID","locality","countryCode","occurrencestatus","threadStatus"
6097879,"Bembidion femoratum Sturm, 1825","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:825","CarabidBeetles",1995,"Animalia","Bembidion femoratum","Bleke priemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097871,"Bembidion fluviatile Dejean, 1831","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:826","CarabidBeetles",1995,"Animalia","Bembidion fluviatile","Rivierpriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4308800,"Bembidion fumigatum (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:827","CarabidBeetles",1995,"Animalia","Bembidion fumigatum","Berookte priemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
8143604,"Bembidion genei Küster, 1847","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:828","CarabidBeetles",1995,"Animalia","Bembidion genei","Gladde viervlekpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5872147,"Bembidion gilvipes Sturm, 1825","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:829","CarabidBeetles",1995,"Animalia","Bembidion gilvipes","Geelpootpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
1036154,"Bembidion guttula (Fabricius, 1792)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:830","CarabidBeetles",1995,"Animalia","Bembidion guttula","Weidepriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
8681626,"Bembidion harpaloides Audinet-Serville, 1821","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Ocys","Insecta",98,TRUE,"SYNONYM","Carabidae","INBO:RL:NONVAL:CAR:1995:831","CarabidBeetles",1995,"Animalia","Bembidion harpaloides","Schorspriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4478846,"Bembidion humerale Sturm, 1825","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:832","CarabidBeetles",1995,"Animalia","Bembidion humerale","Schoudervlekpriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4308805,"Bembidion iricolor Bedel, 1879","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:833","CarabidBeetles",1995,"Animalia","Bembidion iricolor","Iriserende priemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
1036216,"Bembidion lampros (Herbst, 1784)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:834","CarabidBeetles",1995,"Animalia","Bembidion lampros","Glanspriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
9479706,"Bembidion laterale (Leach, 1819)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:835","CarabidBeetles",1995,"Animalia","Bembidion laterale","Strandpriemkever","Waarschijnlijk bedreigd","DD(PT)",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
5872143,"Bembidion litorale (G.A.Olivier, 1790)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:836","CarabidBeetles",1995,"Animalia","Bembidion litorale","Oeverpriemkever","Bedreigd","EN",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
6097886,"Bembidion lunatum (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:837","CarabidBeetles",1995,"Animalia","Bembidion lunatum","Grote maanvlekpriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
5872111,"Bembidion lunulatum (Geoffroy, 1785)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:838","CarabidBeetles",1995,"Animalia","Bembidion lunulatum","Kleine maanvlekpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097867,"Bembidion mannerheimii C.R.Sahlberg, 1827","SPECIES","Coleoptera","FUZZY","Arthropoda","Animalia","Bembidion","Insecta",94,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:839","CarabidBeetles",1995,"Animalia","Bembidion mannerheimi","Moerasbospriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
4308801,"Bembidion maritimum (Stephens, 1839)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:840","CarabidBeetles",1995,"Animalia","Bembidion maritimum","Brakwaterpriemkever","Bedreigd","EN",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Endangered (EN)"
8411250,"Bembidion milleri Jacquelin du Val, 1852","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:841","CarabidBeetles",1995,"Animalia","Bembidion milleri","Kleine leempriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4308806,"Bembidion minimum (Fabricius, 1792)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:842","CarabidBeetles",1995,"Animalia","Bembidion minimum","Kwelderpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097872,"Bembidion monticola Sturm, 1825","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:843","CarabidBeetles",1995,"Animalia","Bembidion monticola","Bergpriemkever","Uitgestorven in Vlaanderen","RE",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (REX) in Flanders"
6097868,"Bembidion nigricorne Gyllenhal, 1827","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:844","CarabidBeetles",1995,"Animalia","Bembidion nigricorne","Heidepriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
6097892,"Bembidion normannum Dejean, 1831","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:845","CarabidBeetles",1995,"Animalia","Bembidion normannum","Slanke kwelderpriemkever","Kwetsbaar","VU",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
9377664,"Bembidion obliquum (Linnaeus, 1767)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:846","CarabidBeetles",1995,"Animalia","Bembidion obliquum","Donkere venpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
1036192,"Bembidion obtusum Audinet-Serville, 1821","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:847","CarabidBeetles",1995,"Animalia","Bembidion obtusum","Akkerpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097876,"Bembidion octomaculatum (Goeze, 1777)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:848","CarabidBeetles",1995,"Animalia","Bembidion octomaculatum","Achtvlekpriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
8607776,"Bembidion pallidipenne (Illiger, 1802)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:849","CarabidBeetles",1995,"Animalia","Bembidion pallidipenne","Duinpriemkever","Met uitsterven bedreigd","CR",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
1036203,"Bembidion properans (Stephens, 1828)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:851","CarabidBeetles",1995,"Animalia","Bembidion properans","Puntglanspriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5872119,"Bembidion punctulatum Drapiez, 1820","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:852","CarabidBeetles",1995,"Animalia","Bembidion punctulatum","Gepuncteerde priemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
1036128,"Bembidion quadrimaculatum (Linnaeus, 1760)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:853","CarabidBeetles",1995,"Animalia","Bembidion quadrimaculatum","Viervlekpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
4478842,"Bembidion quadripustulatum Audinet-Serville, 1821","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:854","CarabidBeetles",1995,"Animalia","Bembidion quadripustulatum","Grote vierpuntpriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
9443520,"Bembidion quinquestriatum Gyllenhal, 1810","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Ocys","Insecta",98,TRUE,"SYNONYM","Carabidae","INBO:RL:NONVAL:CAR:1995:855","CarabidBeetles",1995,"Animalia","Bembidion quinquestriatum","Muurpriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
1036066,"Bembidion semipunctatum (Donovan, 1806)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:857","CarabidBeetles",1995,"Animalia","Bembidion semipunctatum","Kleipriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
6097890,"Bembidion stephensii Crotch, 1866","SPECIES","Coleoptera","FUZZY","Arthropoda","Animalia","Bembidion","Insecta",96,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:858","CarabidBeetles",1995,"Animalia","Bembidion stephensi","Grote leempriemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
6097885,"Bembidion stomoides Dejean, 1831","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Sinechostictus","Insecta",98,TRUE,"SYNONYM","Carabidae","INBO:RL:NONVAL:CAR:1995:859","CarabidBeetles",1995,"Animalia","Bembidion stomoides","Grote smalnekpriemkever","Waarschijnlijk bedreigd","DD(PT)",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
5872156,"Bembidion tenellum Erichson, 1837","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:860","CarabidBeetles",1995,"Animalia","Bembidion tenellum","Tengere kwelderpriemkever","Uitgestorven in Vlaanderen","RE",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (REX) in Flanders"
1035929,"Bembidion testaceum (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:861","CarabidBeetles",1995,"Animalia","Bembidion testaceum","Roodbruine priemkever","Waarschijnlijk bedreigd","DD(PT)",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Probably Endangered (NT)"
1035931,"Bembidion tetracolum Say, 1823","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:862","CarabidBeetles",1995,"Animalia","Bembidion tetracolum","Gewone viervlekpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5872127,"Bembidion tibiale (Duftschmid, 1812)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:863","CarabidBeetles",1995,"Animalia","Bembidion tibiale","Beekpriemkever","Uitgestorven in Vlaanderen","RE",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (REX) in Flanders"
6097883,"Bembidion varium (G.A.Olivier, 1795)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:864","CarabidBeetles",1995,"Animalia","Bembidion varium","Gevlekte kwelderpriemkever","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
6097877,"Bembidion velox (Linnaeus, 1760)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bembidion","Insecta",97,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:865","CarabidBeetles",1995,"Animalia","Bembidion velox","Snelle priemkever","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
4988207,"Blethisa multipunctata (Linnaeus, 1758)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Blethisa","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:866","CarabidBeetles",1995,"Animalia","Blethisa multipunctata","Grote oeverloopkever","Met uitsterven bedreigd","CR",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
4474861,"Brachinus crepitans (Linnaeus, 1758)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Brachinus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:867","CarabidBeetles",1995,"Animalia","Brachinus crepitans","Grote bombardeerkever","Met uitsterven bedreigd","CR",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
4474922,"Brachinus explodens Duftschmid, 1812","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Brachinus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:868","CarabidBeetles",1995,"Animalia","Brachinus explodens","Kleine bombardeerkever","Met uitsterven bedreigd","CR",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Critically Endangered (CR)"
4474925,"Brachinus sclopeta (Fabricius, 1792)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Brachinus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:869","CarabidBeetles",1995,"Animalia","Brachinus sclopeta","Roodvlekbombardeerkever","Uitgestorven in Vlaanderen","RE",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Regionally Extinct (REX) in Flanders"
5755969,"Bradycellus caucasicus (Chaudoir, 1846)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bradycellus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:870","CarabidBeetles",1995,"Animalia","Bradycellus caucasicus","Halsrondbuik","Kwetsbaar","VU",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Vulnerable (VU)"
5755985,"Bradycellus csikii Laczo, 1912","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bradycellus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:871","CarabidBeetles",1995,"Animalia","Bradycellus csikii","Steenrondbuik","Onvoldoende gekend","DD",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Data Deficient (DD)"
5755975,"Bradycellus distinctus (Dejean, 1829)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bradycellus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:872","CarabidBeetles",1995,"Animalia","Bradycellus distinctus","Kwelderrondbuik","Zeldzaam","NT",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Near Threatened (NT)"
1035434,"Bradycellus harpalinus (Audinet-Serville, 1821)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bradycellus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:873","CarabidBeetles",1995,"Animalia","Bradycellus harpalinus","Gewone rondbuik","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
5755986,"Bradycellus ruficollis (Stephens, 1828)","SPECIES","Coleoptera","EXACT","Arthropoda","Animalia","Bradycellus","Insecta",98,FALSE,"ACCEPTED","Carabidae","INBO:RL:NONVAL:CAR:1995:874","CarabidBeetles",1995,"Animalia","Bradycellus ruficollis","Heiderondbuik","Momenteel niet bedreigd","LC",,"Regional","Desender_etal_1995","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","UnValidated Red Lists of Flanders","ISO_3166-2:BE-VLG","Flanders","BE","present","Least Concern (LC)"
