language,license,rightsHolder,accessRights,datasetID,institutionCode,datasetName,taxonID,scientificName,kingdom,phylum,class,order,family,genus,taxonRank,vernacularName,nomenclaturalCode,taxonomicStatus
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_854,Ranunculus auricomus L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Gulden boterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_855,Ranunculus baudotii Godr.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Zilte waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_856,Ranunculus bulbosus L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Knolboterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_857,Ranunculus circinatus Sibth.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Stijve waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_858,Ranunculus ficaria L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Speenkruid,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_859,Ranunculus flammula L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Egelboterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_86,Asplenium adiantum-nigrum L.,Plantae,Tracheophyta,Pteropsida,Filicales,Aspleniaceae,Asplenium,species,Zwartsteel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_860,Ranunculus fluitans Lam.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Vlottende waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_861,Ranunculus hederaceus L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Klimopwaterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_862,Ranunculus lingua L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Grote boterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_863,Ranunculus ololeucos Lloyd,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Witte waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_864,Ranunculus peltatus Schrank,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Grote waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_865,Ranunculus penicillatus (Dum.) Bab.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Penseelbladige waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_866,Ranunculus repens L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Kruipende boterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_867,Ranunculus sardous Crantz,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Behaarde boterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_868,Ranunculus sceleratus L.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Blaartrekkende boterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_869,Ranunculus serpens Schrank,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Bosboterbloem en kalkboterbloem,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_87,Asplenium ruta-muraria L.,Plantae,Tracheophyta,Pteropsida,Filicales,Aspleniaceae,Asplenium,species,Muurvaren,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_870,Ranunculus trichophyllus Chaix,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Kleine waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_871,Ranunculus tripartitus DC.,Plantae,Tracheophyta,Spermatopsida,Ranunculales,Ranunculaceae,Ranunculus,species,Driedelige waterranonkel,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_872,Raphanus raphanistrum L.,Plantae,Tracheophyta,Spermatopsida,Capparales,Brassicaceae,Raphanus,species,Knopherik,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_873,Reseda lutea L.,Plantae,Tracheophyta,Spermatopsida,Capparales,Resedaceae,Reseda,species,Wilde reseda,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_874,Reseda luteola L.,Plantae,Tracheophyta,Spermatopsida,Capparales,Resedaceae,Reseda,species,Wouw,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_875,Rhamnus cathartica L.,Plantae,Tracheophyta,Spermatopsida,Rhamnales,Rhamnaceae,Rhamnus,species,Wegedoorn,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_876,Rhinanthus alectorolophus (Scop.) Pollich,Plantae,Tracheophyta,Spermatopsida,Scrophulariales,Scrophulariaceae,Rhinanthus,species,Harige ratelaar,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_877,Rhinanthus angustifolius C.C. Gmel.,Plantae,Tracheophyta,Spermatopsida,Scrophulariales,Scrophulariaceae,Rhinanthus,species,Grote ratelaar,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_878,Rhinanthus minor L.,Plantae,Tracheophyta,Spermatopsida,Scrophulariales,Scrophulariaceae,Rhinanthus,species,Kleine ratelaar,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_879,Rhynchospora alba (L.) Vahl,Plantae,Tracheophyta,Spermatopsida,Juncales,Cyperaceae,Rhynchospora,species,Witte snavelbies,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_88,Asplenium scolopendrium L.,Plantae,Tracheophyta,Pteropsida,Filicales,Aspleniaceae,Asplenium,species,Tongvaren,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_880,Rhynchospora fusca (L.) Ait. f.,Plantae,Tracheophyta,Spermatopsida,Juncales,Cyperaceae,Rhynchospora,species,Bruine snavelbies,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_881,Ribes nigrum L.,Plantae,Tracheophyta,Spermatopsida,Saxifragales,Saxifragaceae,Ribes,species,Zwarte bes,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_882,Ribes rubrum L.,Plantae,Tracheophyta,Spermatopsida,Saxifragales,Saxifragaceae,Ribes,species,Aalbes,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_883,Ribes uva-crispa L.,Plantae,Tracheophyta,Spermatopsida,Saxifragales,Saxifragaceae,Ribes,species,Kruisbes,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_884,Rorippa amphibia (L.) Besser,Plantae,Tracheophyta,Spermatopsida,Capparales,Brassicaceae,Rorippa,species,Gele waterkers,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_885,Rorippa palustris (L.) Besser,Plantae,Tracheophyta,Spermatopsida,Capparales,Brassicaceae,Rorippa,species,Moeraskers,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_886,Rorippa sylvestris (L.) Besser,Plantae,Tracheophyta,Spermatopsida,Capparales,Brassicaceae,Rorippa,species,Akkerkers,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_887,Rosa agrestis Savi,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Kraagroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_888,Rosa arvensis Huds.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Bosroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_889,Rosa caesia Smith,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Behaarde struweelroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_89,Asplenium septentrionale (L.) Hoffmann,Plantae,Tracheophyta,Pteropsida,Filicales,Aspleniaceae,Asplenium,species,Noordse streepvaren,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_890,Rosa canina L.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Hondsroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_891,Rosa columnifera (Schwertschlager) Henker et G. Schulze comb.nov.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Schijnegelantier,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_892,Rosa corymbifera Borkh.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Heggenroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_893,Rosa deseglisei Boreau,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Heggenroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_894,Rosa dumalis Bechst.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Kale struweelroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_895,Rosa micrantha Borrer ex Smith,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Kleinbloemige roos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_896,Rosa pseudoscabriuscula (R. Keller) Henker et G. Schulze,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Ruwe viltroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_897,Rosa rubiginosa L.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Egelantier,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_898,Rosa spinosissima L.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Duinroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_899,Rosa stylosa Desv.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Stijlroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_9,Adoxa moschatellina L.,Plantae,Tracheophyta,Spermatopsida,Dipsacales,Adoxaceae,Adoxa,species,Muskuskruid,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_90,Asplenium trichomanes L.,Plantae,Tracheophyta,Pteropsida,Filicales,Aspleniaceae,Asplenium,species,Steenbreekvaren,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_900,Rosa subcanina (H. Christ) R. Keller,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Schijnhondsroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_901,Rosa tomentella Léman,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Beklierde heggenroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_902,Rosa tomentosa Smith,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rosa,species,Viltroos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_903,Rubus caesius L.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rubus,species,Dauwbraam,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_904,Rubus fruticosus groep,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rubus,species,Gewone braam (Rubus fruticosus groep),ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_905,Rubus idaeus L.,Plantae,Tracheophyta,Spermatopsida,Rosales,Rosaceae,Rubus,species,Framboos,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_906,Rumex acetosa L.,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Veldzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_907,Rumex acetosella L.,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Schapenzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_908,Rumex conglomeratus Murray,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Kluwenzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_909,Rumex crispus L.,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Krulzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_91,Aster tripolium L.,Plantae,Tracheophyta,Spermatopsida,Asterales,Asteraceae,Aster,species,Zulte,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_910,Rumex hydrolapathum Huds.,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Waterzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_911,Rumex maritimus L.,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Goudzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_912,Rumex obtusifolius L.,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Ridderzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_913,Rumex palustris Smith,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Moeraszuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_914,Rumex sanguineus L.,Plantae,Tracheophyta,Spermatopsida,Polygonales,Polygonaceae,Rumex,species,Bloedzuring,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_915,Ruppia cirrhosa (Petagna) Grande,Plantae,Tracheophyta,Spermatopsida,Najadales,Potamogetonaceae,Ruppia,species,Spiraalruppia,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_916,Ruppia maritima L.,Plantae,Tracheophyta,Spermatopsida,Najadales,Potamogetonaceae,Ruppia,species,Snavelruppia,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_917,Ruta graveolens L.,Plantae,Tracheophyta,Spermatopsida,Rutales,Rutaceae,Ruta,species,Wijnruit,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_918,Sagina apetala Ard.,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Caryophyllaceae,Sagina,species,Tengere vetmuur,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_919,Sagina maritima G. Don,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Caryophyllaceae,Sagina,species,Zeevetmuur,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_92,Athyrium filix-femina (L.) Roth,Plantae,Tracheophyta,Pteropsida,Filicales,Athyriaceae,Athyrium,species,Wijfjesvaren,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_920,Sagina nodosa (L.) Fenzl,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Caryophyllaceae,Sagina,species,Sierlijke vetmuur,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_921,Sagina procumbens L.,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Caryophyllaceae,Sagina,species,Liggende vetmuur,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_922,Sagittaria sagittifolia L.,Plantae,Tracheophyta,Spermatopsida,Alismatales,Alismataceae,Sagittaria,species,Pijlkruid,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_923,Salicornia europaea L. en S. procumbens Smith,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Chenopodiaceae,Salicornia,species,Kortarige en langarige zeekraal,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_924,Salicornia pusilla J. Woods,Plantae,Tracheophyta,Spermatopsida,Caryophyllales,Chenopodiaceae,Salicornia,species,Eenbloemige zeekraal,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_925,Salix alba L.,Plantae,Tracheophyta,Spermatopsida,Salicales,Salicaceae,Salix,species,Schietwilg,ICBN,accepted
en,http://creativecommons.org/publicdomain/zero/1.0/,INBO,https://www.inbo.be/en/norms-data-use,"",INBO,"Validated Red Lists of Flanders, Belgium",INBO_RL_PLA_2006_VAL_926,Salix aurita L.,Plantae,Tracheophyta,Spermatopsida,Salicales,Salicaceae,Salix,species,Geoorde wilg,ICBN,accepted
