UniqueID;TaxonomicGroup;Kingdom;Phylum;Class;Order;Family;Genus;Species;SpeciesnameAsPublished;SpeciesnameUnique;SpeciesnameDutch;IUCNCriteria;RLCAsPublished;RLC;RLCEurope;Criteria;Validated;ApprovedByMinister;MostRecent;YearPublished;Biome;Biotope1;Biotope2;Cuddliness;Lifespan;Mobility;NutrientLevel;Spine;Reference
INBO_RL_FUN_1999_NONVAL_331;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Mycenastrum;corium;Mycenastrum corium;Mycenastrum corium;Lederster;;Uitgestorven in Vlaanderen;RE;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_332;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Mycocalia;denudata;Mycocalia denudata;Mycocalia denudata;Dwergnestzwam;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_333;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Polyporales;Polyporaceae;Neolentinus;adhaerens;Neolentinus adhaerens;Neolentinus adhaerens;Harsige taaiplaat;;Zeldzaam;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_334;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Nidularia;deformis;Nidularia deformis;Nidularia deformis;Eierzakje;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_335;Macrofungi;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Otidea;alutacea;Otidea alutacea;Otidea alutacea;Zeemkleurig hazenoor;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_336;Macrofungi;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Otidea;bufonia;Otidea bufonia;Otidea bufonia;Donker hazeoor;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_337;Macrofungi;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Otidea;cochleata;Otidea cochleata;Otidea cochleata;Gedrongen hazeoor;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_338;Macrofungi;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Otidea;leporina;Otidea leporina;Otidea leporina;Echt hazeoor;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_339;Macrofungi;Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Otidea;onotica;Otidea onotica;Otidea onotica;Gewoon varkensoor;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_34;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;ferrugineus;Boletus ferrugineus;Boletus ferrugineus;Bruine fluweelboleet;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_340;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Tapinellaceae;Paxillus;atrotomentosus;Paxillus atrotomentosus;Paxillus atrotomentosus;Zwartvoetkrulzoom;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_341;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;filamentosus;Paxillus filamentosus;Paxillus filamentosus;Elzekrulzoom;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_342;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Paxillaceae;Paxillus;involutus;Paxillus involutus;Paxillus involutus;Gewone krulzoom;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_343;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Tapinellaceae;Paxillus;panuoides;Paxillus panuoides;Paxillus panuoides;Ongesteelde krulzoom;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_344;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;duplicatus;Phallus duplicatus;Phallus duplicatus;Gesluierde dame;;Uitgestorven in Vlaanderen;RE;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_345;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;hadriani;Phallus hadriani;Phallus hadriani;Duinstinkzwam;;Waarschijnlijk bedreigd;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_346;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Phallales;Phallaceae;Phallus;impudicus;Phallus impudicus;Phallus impudicus;Grote stinkzwam;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_347;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Phellodon;confluens;Phellodon confluens;Phellodon confluens;Wollige stekelzwam;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_348;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Phellodon;melaleucus;Phellodon melaleucus;Phellodon melaleucus;Tengere stekelzwam;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_349;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Phellodon;niger;Phellodon niger;Phellodon niger;Blauwzwarte stekelzwam;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_35;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;fraternus ss. O.;Boletus fraternus ss. O.;Boletus fraternus ss. O.;Wijnrode boleet;;Waarschijnlijk bedreigd;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_350;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Bankeraceae;Phellodon;tomentosus;Phellodon tomentosus;Phellodon tomentosus;Dennenstekelzwam;;Uitgestorven in Vlaanderen;RE;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_351;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Phylloporus;pelletieri;Phylloporus pelletieri;Phylloporus pelletieri;Goudplaatzwam;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_352;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Tricholomataceae;Phyllotopsis;nidulans;Phyllotopsis nidulans;Phyllotopsis nidulans;;;Uitgestorven in Vlaanderen;RE;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_353;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Sclerodermataceae;Pisolithus;arhizus;Pisolithus arhizus;Pisolithus arhizus;Verfstuifzwam;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_354;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;cornucopiae;Pleurotus cornucopiae;Pleurotus cornucopiae;Trechteroesterzwam;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_355;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;dryinus;Pleurotus dryinus;Pleurotus dryinus;Schubbige oesterzwam;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_356;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;ostreatus;Pleurotus ostreatus;Pleurotus ostreatus;Gewone oesterzwam;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_357;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pleurotaceae;Pleurotus;pulmonarius;Pleurotus pulmonarius;Pleurotus pulmonarius;Bleke oesterzwam;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_358;Macrofungi;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Poronia;erici;Poronia erici;Poronia erici;Kleine speldenprikzwam;;Zeldzaam;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_359;Macrofungi;Fungi;Ascomycota;Sordariomycetes;Xylariales;Xylariaceae;Poronia;punctata;Poronia punctata;Poronia punctata;Grote speldenprikzwam;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_36;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;impolitus;Boletus impolitus;Boletus impolitus;Goudporieboleet;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_360;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Cantharellaceae;Pseudocraterellus;undulatus;Pseudocraterellus undulatus;Pseudocraterellus undulatus;Kleine trompetzwam;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_361;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Pulveroboletus;lignicola;Pulveroboletus lignicola;Pulveroboletus lignicola;Houtboleet;;Uitgestorven in Vlaanderen;RE;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_362;Macrofungi;Fungi;Ascomycota;Pezizomycetes;Pezizales;Rhizinaceae;Rhizina;undulata;Rhizina undulata;Rhizina undulata;Oliebolzwam;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_363;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;acrifolia;Russula acrifolia;Russula acrifolia;Scherpe grauwhoedrussula;;Waarschijnlijk bedreigd;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_364;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;adusta;Russula adusta;Russula adusta;Rookrussula;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_365;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;aeruginea;Russula aeruginea;Russula aeruginea;Groene berkenrussula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_366;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;albonigra;Russula albonigra;Russula albonigra;Zwartwitte russula;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_367;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;alutacea;Russula alutacea;Russula alutacea;;;Onvoldoende gekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_368;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;amethystina;Russula amethystina;Russula amethystina;Amethistrussula;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_369;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;amoenicolor;Russula amoenicolor;Russula amoenicolor;Valse pastelrussula;;Onvoldoende gekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_37;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;junquilleus;Boletus junquilleus;Boletus junquilleus;Narcisboleet;;Uitgestorven in Vlaanderen;RE;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_370;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;amoenoides;Russula amoenoides;Russula amoenoides;Vissige fluweelrussula;;Onvoldoende gekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_371;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;amoenolens;Russula amoenolens;Russula amoenolens;Scherpe kamrussula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_372;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;anatina;Russula anatina;Russula anatina;Gazonrussula;;Zeldzaam;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_373;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;anthracina;Russula anthracina;Russula anthracina;Antracietrussula;;Waarschijnlijk bedreigd;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_374;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;aquosa;Russula aquosa;Russula aquosa;Waterige russula;;Waarschijnlijk bedreigd;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_375;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;atropurpurea;Russula atropurpurea;Russula atropurpurea;Zwartpurperen russula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_376;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;aurata;Russula aurata;Russula aurata;Goudgele russula;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_377;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;azurea;Russula azurea;Russula azurea;;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_378;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;badia;Russula badia;Russula badia;;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_379;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;barlae;Russula barlae;Russula barlae;;;Onvoldoende gekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_38;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;luridus;Boletus luridus;Boletus luridus;Netstelige heksenboleet;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_380;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;betularum;Russula betularum;Russula betularum;Roze berkenrussula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_381;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;brunneoalba;Russula brunneoalba;Russula brunneoalba;;;Onvoldoende gekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_382;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;brunneoviolacea;Russula brunneoviolacea;Russula brunneoviolacea;Gewolkte russula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_383;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;carpini;Russula carpini;Russula carpini;Haagbeukrussula;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_384;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;cessans;Russula cessans;Russula cessans;Duinbosrussula;;Bedreigd;EN;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_385;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;chloroides;Russula chloroides;Russula chloroides;Smalplaatrussula;;Onvoldoende gekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_386;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;cicatricata;Russula cicatricata;Russula cicatricata;Vissige okerrussula;;Zeldzaam;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_387;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;clariana;Russula clariana;Russula clariana;Tweegeurrussula;;Zeldzaam;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_388;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;claroflava;Russula claroflava;Russula claroflava;Gele berkerussula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_389;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;coerulea;Russula coerulea;Russula coerulea;Papilrussula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_39;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;parasiticus;Boletus parasiticus;Boletus parasiticus;Kostgangerboleet;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_390;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;cuprea;Russula cuprea;Russula cuprea;Donkere geelplaatrussula;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_391;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;curtipes;Russula curtipes;Russula curtipes;Kortsteelrussula;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_392;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;cutefracta;Russula cutefracta;Russula cutefracta;Craquelérussula;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_393;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;cyanoxantha;Russula cyanoxantha;Russula cyanoxantha;Regenboogrussula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_394;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;decipiens;Russula decipiens;Russula decipiens;Roze geelplaatrussula;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_395;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;decolorans;Russula decolorans;Russula decolorans;Grauwstelige russula;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_396;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;delica;Russula delica;Russula delica;Witte russula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_397;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;densifolia;Russula densifolia;Russula densifolia;Fijnplaatrussula;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_398;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;drimeia;Russula drimeia;Russula drimeia;Duivelsbroodrussula;;Achteruitgaand;NT;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_399;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;elaeodes;Russula elaeodes;Russula elaeodes;;;Onvoldoende gekend;DD;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_4;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;excelsa;Amanita excelsa;Amanita excelsa;Grauwe amaniet;;Momenteel niet bedreigd;LC;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_40;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Boletus;pinophilus;Boletus pinophilus;Boletus pinophilus;Denneneekhoorntjesbrood;;Met uitsterven bedreigd;CR;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_400;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;emetica;Russula emetica;Russula emetica;Braakrussula;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
INBO_RL_FUN_1999_NONVAL_401;Macrofungi;Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;emeticicolor;Russula emeticicolor;Russula emeticicolor;;;Kwetsbaar;VU;;Regional;NonValidated;NotApprovedByMinister;Yes;1999.00;;;;;;;;Fungi;WalleynVerbeken_1999
