"TaxonomicGroup";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"Speciesname";"UniqueID";"SpeciesnameDutch";"RLCAsPublished";"RLC_IUCN";"RLCEurope";"Criteria";"YearPublished";"Reference"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"strenua";"Amara strenua";"Amara strenua ";"INBO_RL_CAR_1995_NONVAL_69";"Polderdrietandglimmer";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"dubius";"Acupalpus dubius";"Acupalpus dubius ";"INBO_RL_CAR_1995_NONVAL_7";"Moerasbontloper";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"tibialis";"Amara tibialis";"Amara tibialis ";"INBO_RL_CAR_1995_NONVAL_70";"Dwergglimmer";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Amara";"tricuspidata";"Amara tricuspidata";"Amara tricuspidata ";"INBO_RL_CAR_1995_NONVAL_71";"Zwarte drietandglimmer";"Met uitsterven bedreigd";"CR";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Anillus";"caecus";"Anillus caecus";"Anillus caecus ";"INBO_RL_CAR_1995_NONVAL_72";"Blind priempje";"Niet geëvalueerd";"NE";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Anisodactylus";"binotatus";"Anisodactylus binotatus";"Anisodactylus binotatus ";"INBO_RL_CAR_1995_NONVAL_73";"Gewone roodkruin";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Anisodactylus";"nemorivagus";"Anisodactylus nemorivagus";"Anisodactylus nemorivagus ";"INBO_RL_CAR_1995_NONVAL_74";"Heideroodkruin";"Met uitsterven bedreigd";"CR";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Anisodactylus";"poeciloides";"Anisodactylus poeciloides";"Anisodactylus poeciloides ";"INBO_RL_CAR_1995_NONVAL_75";"Zilte roodkruin";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Anisodactylus";"signatus";"Anisodactylus signatus";"Anisodactylus signatus ";"INBO_RL_CAR_1995_NONVAL_76";"Brede roodkruin";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Asaphidion";"curtum";"Asaphidion curtum";"Asaphidion curtum ";"INBO_RL_CAR_1995_NONVAL_77";"Bosgrootoogkever";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Asaphidion";"flavipes";"Asaphidion flavipes";"Asaphidion flavipes ";"INBO_RL_CAR_1995_NONVAL_78";"Akkergrootoogkever";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Asaphidion";"pallipes";"Asaphidion pallipes";"Asaphidion pallipes ";"INBO_RL_CAR_1995_NONVAL_79";"Zandgrootoogkever";"Bedreigd";"EN";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"exiguus";"Acupalpus exiguus";"Acupalpus exiguus ";"INBO_RL_CAR_1995_NONVAL_8";"Kleinbontloper";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Asaphidion";"stierlini";"Asaphidion stierlini";"Asaphidion stierlini ";"INBO_RL_CAR_1995_NONVAL_80";"Donkere grootoogkever";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Badister";"anomalus";"Badister anomalus";"Badister anomalus ";"INBO_RL_CAR_1995_NONVAL_81";"Veenstompkaak";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Badister";"bullatus";"Badister bullatus";"Badister bullatus ";"INBO_RL_CAR_1995_NONVAL_82";"Bosstompkaak";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Badister";"dilatatus";"Badister dilatatus";"Badister dilatatus ";"INBO_RL_CAR_1995_NONVAL_83";"Braadhalsstompkaak";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Badister";"lacertosus";"Badister lacertosus";"Badister lacertosus ";"INBO_RL_CAR_1995_NONVAL_84";"Ovale stompkaak";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Badister";"peltatus";"Badister peltatus";"Badister peltatus ";"INBO_RL_CAR_1995_NONVAL_85";"Rietstompkaak";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Badister";"sodalis";"Badister sodalis";"Badister sodalis ";"INBO_RL_CAR_1995_NONVAL_86";"Schoudervlekstompkaak";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Badister";"unipustulatus";"Badister unipustulatus";"Badister unipustulatus ";"INBO_RL_CAR_1995_NONVAL_87";"Moerasstompkaak";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"aeneum";"Bembidion aeneum";"Bembidion aeneum ";"INBO_RL_CAR_1995_NONVAL_88";"Bronzen priemkever";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"argenteolum";"Bembidion argenteolum";"Bembidion argenteolum ";"INBO_RL_CAR_1995_NONVAL_89";"Zilveren priemkever";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Acupalpus";"flavicollis";"Acupalpus flavicollis";"Acupalpus flavicollis ";"INBO_RL_CAR_1995_NONVAL_9";"Geelhalsbontloper";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"articulatum";"Bembidion articulatum";"Bembidion articulatum ";"INBO_RL_CAR_1995_NONVAL_90";"Vlekpriemkever";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"assimile";"Bembidion assimile";"Bembidion assimile ";"INBO_RL_CAR_1995_NONVAL_91";"Ribbelkoppriemkever";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"atrocoeruleum";"Bembidion atrocoeruleum";"Bembidion atrocoeruleum ";"INBO_RL_CAR_1995_NONVAL_92";"Blauwe priemkever";"Uitgestorven in Vlaanderen";"RE";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"biguttatum";"Bembidion biguttatum";"Bembidion biguttatum ";"INBO_RL_CAR_1995_NONVAL_93";"Tweevlekpriemkever";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"bipunctatum";"Bembidion bipunctatum";"Bembidion bipunctatum ";"INBO_RL_CAR_1995_NONVAL_94";"Tweepuntpriemkever";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"bruxellense";"Bembidion bruxellense";"Bembidion bruxellense ";"INBO_RL_CAR_1995_NONVAL_95";"Veenpriemkever";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"clarki";"Bembidion clarki";"Bembidion clarki ";"INBO_RL_CAR_1995_NONVAL_96";"Atlantische priemkever";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"decorum";"Bembidion decorum";"Bembidion decorum ";"INBO_RL_CAR_1995_NONVAL_97";"Sierlijke priemkever";"Kwetsbaar";"VU";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"deletum";"Bembidion deletum";"Bembidion deletum ";"INBO_RL_CAR_1995_NONVAL_98";"Bospriemkever";"Zeldzaam";"NT";"";"Regional";1995.00;"Desender_etal_1995"
"CarabidBeetles";"Animalia";"Arthropoda";"Insecta";"Coleoptera";"Carabidae";"Bembidion";"dentellum";"Bembidion dentellum";"Bembidion dentellum ";"INBO_RL_CAR_1995_NONVAL_99";"Getande priemkever";"Momenteel niet bedreigd";"LC";"";"Regional";1995.00;"Desender_etal_1995"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Achalcus";"bimaculatus";"Achalcus bimaculatus";"Achalcus bimaculatus";"INBO_RL_DOL_2000_NONVAL_1";"";"Bedreigd";"EN";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Argyra";"argentina";"Argyra argentina";"Argyra argentina";"INBO_RL_DOL_2000_NONVAL_10";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Dolichopus";"vitripennis";"Dolichopus vitripennis";"Dolichopus vitripennis";"INBO_RL_DOL_2000_NONVAL_100";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Dolichopus";"wahlbergi";"Dolichopus wahlbergi";"Dolichopus wahlbergi";"INBO_RL_DOL_2000_NONVAL_101";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"aerosus";"Hercostomus aerosus";"Hercostomus aerosus";"INBO_RL_DOL_2000_NONVAL_102";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"angustifrons";"Hercostomus angustifrons";"Hercostomus angustifrons";"INBO_RL_DOL_2000_NONVAL_103";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"assimilis";"Hercostomus assimilis";"Hercostomus assimilis";"INBO_RL_DOL_2000_NONVAL_104";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"blankaartensis";"Hercostomus blankaartensis";"Hercostomus blankaartensis";"INBO_RL_DOL_2000_NONVAL_105";"";"Zeldzaam (zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"brevicornis";"Hercostomus brevicornis";"Hercostomus brevicornis";"INBO_RL_DOL_2000_NONVAL_106";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"celer";"Hercostomus celer";"Hercostomus celer";"INBO_RL_DOL_2000_NONVAL_107";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"chalybeus";"Hercostomus chalybeus";"Hercostomus chalybeus";"INBO_RL_DOL_2000_NONVAL_108";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"chetifer";"Hercostomus chetifer";"Hercostomus chetifer";"INBO_RL_DOL_2000_NONVAL_109";"";"Uitgestorven in Vlaanderen";"RE";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Argyra";"argyria";"Argyra argyria";"Argyra argyria";"INBO_RL_DOL_2000_NONVAL_11";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"chrysozygos";"Hercostomus chrysozygos";"Hercostomus chrysozygos";"INBO_RL_DOL_2000_NONVAL_110";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"cupreus";"Hercostomus cupreus";"Hercostomus cupreus";"INBO_RL_DOL_2000_NONVAL_111";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"fulvicaudis";"Hercostomus fulvicaudis";"Hercostomus fulvicaudis";"INBO_RL_DOL_2000_NONVAL_112";"";"Zeldzaam (zeer zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"germanus";"Hercostomus germanus";"Hercostomus germanus";"INBO_RL_DOL_2000_NONVAL_113";"";"Uitgestorven in Vlaanderen";"RE";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"gracilis";"Hercostomus gracilis";"Hercostomus gracilis";"INBO_RL_DOL_2000_NONVAL_114";"";"Kwetsbaar";"VU";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"longiventris";"Hercostomus longiventris";"Hercostomus longiventris";"INBO_RL_DOL_2000_NONVAL_115";"";"Uitgestorven in Vlaanderen";"RE";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"metallicus";"Hercostomus metallicus";"Hercostomus metallicus";"INBO_RL_DOL_2000_NONVAL_116";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"nanus";"Hercostomus nanus";"Hercostomus nanus";"INBO_RL_DOL_2000_NONVAL_117";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"nigrilamellatus";"Hercostomus nigrilamellatus";"Hercostomus nigrilamellatus";"INBO_RL_DOL_2000_NONVAL_118";"";"Zeldzaam (zeer zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"nigripennis";"Hercostomus nigripennis";"Hercostomus nigripennis";"INBO_RL_DOL_2000_NONVAL_119";"";"Bedreigd";"EN";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Argyra";"atriceps";"Argyra atriceps";"Argyra atriceps";"INBO_RL_DOL_2000_NONVAL_12";"";"Zeldzaam (zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"nigriplantis";"Hercostomus nigriplantis";"Hercostomus nigriplantis";"INBO_RL_DOL_2000_NONVAL_120";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"parvilamellatus";"Hercostomus parvilamellatus";"Hercostomus parvilamellatus";"INBO_RL_DOL_2000_NONVAL_121";"";"Zeldzaam (zeer zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"pilifer";"Hercostomus pilifer";"Hercostomus pilifer";"INBO_RL_DOL_2000_NONVAL_122";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"plagiatus";"Hercostomus plagiatus";"Hercostomus plagiatus";"INBO_RL_DOL_2000_NONVAL_123";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"praeceps";"Hercostomus praeceps";"Hercostomus praeceps";"INBO_RL_DOL_2000_NONVAL_124";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"rusticus";"Hercostomus rusticus";"Hercostomus rusticus";"INBO_RL_DOL_2000_NONVAL_125";"";"Kwetsbaar";"VU";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"silvestris";"Hercostomus silvestris";"Hercostomus silvestris";"INBO_RL_DOL_2000_NONVAL_126";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hercostomus";"verbekei";"Hercostomus verbekei";"Hercostomus verbekei";"INBO_RL_DOL_2000_NONVAL_127";"";"Zeldzaam (zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"albiceps";"Hydrophorus albiceps";"Hydrophorus albiceps";"INBO_RL_DOL_2000_NONVAL_128";"";"Kwetsbaar";"VU";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"balticus";"Hydrophorus balticus";"Hydrophorus balticus";"INBO_RL_DOL_2000_NONVAL_129";"";"Uitgestorven in Vlaanderen";"RE";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Argyra";"diaphana";"Argyra diaphana";"Argyra diaphana";"INBO_RL_DOL_2000_NONVAL_13";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"bipunctatus";"Hydrophorus bipunctatus";"Hydrophorus bipunctatus";"INBO_RL_DOL_2000_NONVAL_130";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"litoreus";"Hydrophorus litoreus";"Hydrophorus litoreus";"INBO_RL_DOL_2000_NONVAL_131";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"nebulosus";"Hydrophorus nebulosus";"Hydrophorus nebulosus";"INBO_RL_DOL_2000_NONVAL_132";"";"Zeldzaam (zeer zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"oceanus";"Hydrophorus oceanus";"Hydrophorus oceanus";"INBO_RL_DOL_2000_NONVAL_133";"";"Kwetsbaar";"VU";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"praecox";"Hydrophorus praecox";"Hydrophorus praecox";"INBO_RL_DOL_2000_NONVAL_134";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Hydrophorus";"viridis";"Hydrophorus viridis";"Hydrophorus viridis";"INBO_RL_DOL_2000_NONVAL_135";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Lamprochromus";"bifasciatus";"Lamprochromus bifasciatus";"Lamprochromus bifasciatus";"INBO_RL_DOL_2000_NONVAL_136";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Lamprochromus";"strobli";"Lamprochromus strobli";"Lamprochromus strobli";"INBO_RL_DOL_2000_NONVAL_137";"";"Zeldzaam (zeer zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Liancalus";"virens";"Liancalus virens";"Liancalus virens";"INBO_RL_DOL_2000_NONVAL_138";"";"Uitgestorven in Vlaanderen";"RE";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Machaerium";"maritimae";"Machaerium maritimae";"Machaerium maritimae";"INBO_RL_DOL_2000_NONVAL_139";"";"Met uitsterven bedreigd";"CR";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Argyra";"elongata";"Argyra elongata";"Argyra elongata";"INBO_RL_DOL_2000_NONVAL_14";"";"Zeldzaam (zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"abstrusa";"Medetera abstrusa";"Medetera abstrusa";"INBO_RL_DOL_2000_NONVAL_140";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"ambigua";"Medetera ambigua";"Medetera ambigua";"INBO_RL_DOL_2000_NONVAL_141";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"bispinosa";"Medetera bispinosa";"Medetera bispinosa";"INBO_RL_DOL_2000_NONVAL_142";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"brevitarsa";"Medetera brevitarsa";"Medetera brevitarsa";"INBO_RL_DOL_2000_NONVAL_143";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"capillata";"Medetera capillata";"Medetera capillata";"INBO_RL_DOL_2000_NONVAL_144";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"dendrobaena";"Medetera dendrobaena";"Medetera dendrobaena";"INBO_RL_DOL_2000_NONVAL_145";"";"Momenteel niet bedreigd";"LC";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"diadema";"Medetera diadema";"Medetera diadema";"INBO_RL_DOL_2000_NONVAL_146";"";"Zeldzaam (vrij zeldzaam)";"NT";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"feminina";"Medetera feminina";"Medetera feminina";"INBO_RL_DOL_2000_NONVAL_147";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"flavipes";"Medetera flavipes";"Medetera flavipes";"INBO_RL_DOL_2000_NONVAL_148";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
"DolichopodidFlies";"Animalia";"Arthropoda";"Insecta";"Diptera";"Dolichopodidae";"Medetera";"glaucella";"Medetera glaucella";"Medetera glaucella";"INBO_RL_DOL_2000_NONVAL_149";"";"Onvoldoende gekend";"DD";"";"Regional";2000.00;"Pollet_2000"
