"TaxonomicGroup";"Kingdom";"Phylum";"Class";"Order";"Family";"Genus";"Species";"SpeciesnameAsPublished";"Speciesname";"UniqueID";"SpeciesnameDutch";"RLCAsPublished";"RLC_IUCN";"RLCEurope";"Criteria";"YearPublished";"Reference"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Gongylidiellum";"murcidum";"Gongylidiellum murcidum";"Gongylidiellum murcidum";"INBO_RL_SPI_1998_NONVAL_222";"Duimpalpje";"Met uitsterven bedreigd";"CR";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Gongylidiellum";"vivum";"Gongylidiellum vivum";"Gongylidiellum vivum";"INBO_RL_SPI_1998_NONVAL_223";"Nagelpalpje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Gongylidium";"rufipes";"Gongylidium rufipes";"Gongylidium rufipes";"INBO_RL_SPI_1998_NONVAL_224";"Oranjepoot";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Hahniidae";"Hahnia";"candida";"Hahnia candida";"Hahnia candida";"INBO_RL_SPI_1998_NONVAL_225";"Klein kamstaartje";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Hahniidae";"Hahnia";"helveola";"Hahnia helveola";"Hahnia helveola";"INBO_RL_SPI_1998_NONVAL_226";"Boskamstaartje";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Hahniidae";"Hahnia";"montana";"Hahnia montana";"Hahnia montana";"INBO_RL_SPI_1998_NONVAL_227";"Gewoon kamstaartje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Hahniidae";"Hahnia";"nava";"Hahnia nava";"Hahnia nava";"INBO_RL_SPI_1998_NONVAL_228";"Heidekamstaartje";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Hahniidae";"Hahnia";"pusilla";"Hahnia pusilla";"Hahnia pusilla";"INBO_RL_SPI_1998_NONVAL_229";"Kleinste kamstaartje";"Waarschijnlijk bedreigd";"DD";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Allomengea";"scopigera";"Allomengea scopigera";"Allomengea scopigera";"INBO_RL_SPI_1998_NONVAL_23";"Alert stekelpalpje";"Met uitsterven bedreigd";"CR";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Halorates";"distinctus";"Halorates distinctus";"Halorates distinctus";"INBO_RL_SPI_1998_NONVAL_230";"Stomphoekpalpje";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Haloratus";"reprobus";"Haloratus reprobus";"Haloratus reprobus";"INBO_RL_SPI_1998_NONVAL_231";"Slikkenspinnetje";"Met uitsterven bedreigd";"CR";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Gnaphosidae";"Haplodrassus";"dalmatensis";"Haplodrassus dalmatensis";"Haplodrassus dalmatensis";"INBO_RL_SPI_1998_NONVAL_232";"Gele muisspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Gnaphosidae";"Haplodrassus";"signifer";"Haplodrassus signifer";"Haplodrassus signifer";"INBO_RL_SPI_1998_NONVAL_233";"Heidemuisspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Gnaphosidae";"Haplodrassus";"silvestris";"Haplodrassus silvestris";"Haplodrassus silvestris";"INBO_RL_SPI_1998_NONVAL_234";"Bosmuisspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Gnaphosidae";"Haplodrassus";"umbratilis";"Haplodrassus umbratilis";"Haplodrassus umbratilis";"INBO_RL_SPI_1998_NONVAL_235";"Zandmuisspin";"Met uitsterven bedreigd";"CR";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Dysderidae";"Harpactea";"hombergi";"Harpactea hombergi";"Harpactea hombergi";"INBO_RL_SPI_1998_NONVAL_236";"Schorscelspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Hasarius";"adansoni";"Hasarius adansoni";"Hasarius adansoni";"INBO_RL_SPI_1998_NONVAL_237";"Kasspringspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Heliophanus";"aeneus";"Heliophanus aeneus";"Heliophanus aeneus";"INBO_RL_SPI_1998_NONVAL_238";"Rechte blinker";"Uitgestorven in Vlaanderen";"RE";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Heliophanus";"auratus";"Heliophanus auratus";"Heliophanus auratus";"INBO_RL_SPI_1998_NONVAL_239";"Moeras-blinker";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Allomengea";"vidua";"Allomengea vidua";"Allomengea vidua";"INBO_RL_SPI_1998_NONVAL_24";"Klein stekelpalpje";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Heliophanus";"cupreus";"Heliophanus cupreus";"Heliophanus cupreus";"INBO_RL_SPI_1998_NONVAL_240";"Gehaakte blinker";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Heliophanus";"dubius";"Heliophanus dubius";"Heliophanus dubius";"INBO_RL_SPI_1998_NONVAL_241";"Gevlekte blinker";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Heliophanus";"flavipes";"Heliophanus flavipes";"Heliophanus flavipes";"INBO_RL_SPI_1998_NONVAL_242";"Gewone blinker";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Heliophanus";"tribulosus";"Heliophanus tribulosus";"Heliophanus tribulosus";"INBO_RL_SPI_1998_NONVAL_243";"Driepuntsblinker";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Helophora";"insignis";"Helophora insignis";"Helophora insignis";"INBO_RL_SPI_1998_NONVAL_244";"Breedtong-spinnetje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Thomisidae";"Heriaeus";"hirtus";"Heriaeus hirtus";"Heriaeus hirtus";"INBO_RL_SPI_1998_NONVAL_245";"Harige krabspin";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Hilaira";"excisa";"Hilaira excisa";"Hilaira excisa";"INBO_RL_SPI_1998_NONVAL_246";"Knobbelrugje";"Waarschijnlijk bedreigd";"DD";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Agelenidae";"Histopona";"torpida";"Histopona torpida";"Histopona torpida";"INBO_RL_SPI_1998_NONVAL_247";"Slanke bostrechterspin";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Lycosidae";"Hygrolycosa";"rubrofasciata";"Hygrolycosa rubrofasciata";"Hygrolycosa rubrofasciata";"INBO_RL_SPI_1998_NONVAL_248";"Gevlekte moeraswolfspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Hylyphantes";"graminicola";"Hylyphantes graminicola";"Hylyphantes graminicola";"INBO_RL_SPI_1998_NONVAL_249";"Lang kurkentrekkertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Lycosidae";"Alopecosa";"barbipes";"Alopecosa barbipes";"Alopecosa barbipes";"INBO_RL_SPI_1998_NONVAL_25";"Paaspanterspin";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Hylyphantes";"nigritus";"Hylyphantes nigritus";"Hylyphantes nigritus";"INBO_RL_SPI_1998_NONVAL_250";"Kort kurkentrekkertje";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Hypomma";"bituberculatum";"Hypomma bituberculatum";"Hypomma bituberculatum";"INBO_RL_SPI_1998_NONVAL_251";"Moerasknobbelkopje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Hypomma";"cornutum";"Hypomma cornutum";"Hypomma cornutum";"INBO_RL_SPI_1998_NONVAL_252";"Bermknobbelkopje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Hypomma";"fulvum";"Hypomma fulvum";"Hypomma fulvum";"INBO_RL_SPI_1998_NONVAL_253";"Pijlpalpje";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Hypselistes";"jacksoni";"Hypselistes jacksoni";"Hypselistes jacksoni";"INBO_RL_SPI_1998_NONVAL_254";"Jacksons dubbelkopje";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Hypsosinga";"albovittata";"Hypsosinga albovittata";"Hypsosinga albovittata";"INBO_RL_SPI_1998_NONVAL_255";"Witgevlekte moeraswielspin";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Hypsosinga";"heri";"Hypsosinga heri";"Hypsosinga heri";"INBO_RL_SPI_1998_NONVAL_256";"Gewone moeraswielspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Hypsosinga";"pygmaea";"Hypsosinga pygmaea";"Hypsosinga pygmaea";"INBO_RL_SPI_1998_NONVAL_257";"Pyjamaspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Hypsosinga";"sanguinea";"Hypsosinga sanguinea";"Hypsosinga sanguinea";"INBO_RL_SPI_1998_NONVAL_258";"Rode moeraswielspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Uloboridae";"Hyptiotes";"paradoxus";"Hyptiotes paradoxus";"Hyptiotes paradoxus";"INBO_RL_SPI_1998_NONVAL_259";"Driehoekwebspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Lycosidae";"Alopecosa";"cuneata";"Alopecosa cuneata";"Alopecosa cuneata";"INBO_RL_SPI_1998_NONVAL_26";"Dikpoot panterspin";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Kaestneria";"dorsalis";"Kaestneria dorsalis";"Kaestneria dorsalis";"INBO_RL_SPI_1998_NONVAL_260";"Korttong-wevertje";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Kaestneria";"pullata";"Kaestneria pullata";"Kaestneria pullata";"INBO_RL_SPI_1998_NONVAL_261";"Variabel wevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Labulla";"thoracica";"Labulla thoracica";"Labulla thoracica";"INBO_RL_SPI_1998_NONVAL_262";"Schaduwhangmatspin";"Waarschijnlijk bedreigd";"DD";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Larinioides";"cornutus";"Larinioides cornutus";"Larinioides cornutus";"INBO_RL_SPI_1998_NONVAL_263";"Rietkruisspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Larinioides";"patagiatus";"Larinioides patagiatus";"Larinioides patagiatus";"INBO_RL_SPI_1998_NONVAL_264";"Vale wielwebspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Larinioides";"sclopetarius";"Larinioides sclopetarius";"Larinioides sclopetarius";"INBO_RL_SPI_1998_NONVAL_265";"Brugspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Dictynidae";"Lathys";"humilis";"Lathys humilis";"Lathys humilis";"INBO_RL_SPI_1998_NONVAL_266";"Dennekaardertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Dictynidae";"Lathys";"puta";"Lathys puta";"Lathys puta";"INBO_RL_SPI_1998_NONVAL_267";"";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"cristatus";"Lepthyphantes cristatus";"Lepthyphantes cristatus";"INBO_RL_SPI_1998_NONVAL_268";"Knobbel bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"ericaeus";"Lepthyphantes ericaeus";"Lepthyphantes ericaeus";"INBO_RL_SPI_1998_NONVAL_269";"Heide bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Lycosidae";"Alopecosa";"cursor";"Alopecosa cursor";"Alopecosa cursor";"INBO_RL_SPI_1998_NONVAL_27";"Snelle panterspin";"Uitgestorven in Vlaanderen";"RE";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"flavipes";"Lepthyphantes flavipes";"Lepthyphantes flavipes";"INBO_RL_SPI_1998_NONVAL_270";"Klein bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"insignis";"Lepthyphantes insignis";"Lepthyphantes insignis";"INBO_RL_SPI_1998_NONVAL_271";"Sikkel-bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"leprosus";"Lepthyphantes leprosus";"Lepthyphantes leprosus";"INBO_RL_SPI_1998_NONVAL_272";"Huis-wevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"lepthyphantiformis";"Lepthyphantes lepthyphantiformis";"Lepthyphantes lepthyphantiformis";"INBO_RL_SPI_1998_NONVAL_273";"Bleek bodemwevertje";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"mengei";"Lepthyphantes mengei";"Lepthyphantes mengei";"INBO_RL_SPI_1998_NONVAL_274";"Gewoon bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"minutus";"Lepthyphantes minutus";"Lepthyphantes minutus";"INBO_RL_SPI_1998_NONVAL_275";"Groter bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"mughi";"Lepthyphantes mughi";"Lepthyphantes mughi";"INBO_RL_SPI_1998_NONVAL_276";"Noords bodemwevertje";"Onvoldoende gekend";"DD";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"obscurus";"Lepthyphantes obscurus";"Lepthyphantes obscurus";"INBO_RL_SPI_1998_NONVAL_277";"Dolk-bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"pallidus";"Lepthyphantes pallidus";"Lepthyphantes pallidus";"INBO_RL_SPI_1998_NONVAL_278";"Geknot bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"tenebricola";"Lepthyphantes tenebricola";"Lepthyphantes tenebricola";"INBO_RL_SPI_1998_NONVAL_279";"Weide-bodemwevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Lycosidae";"Alopecosa";"fabrilis";"Alopecosa fabrilis";"Alopecosa fabrilis";"INBO_RL_SPI_1998_NONVAL_28";"Grote panterspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"tenuis";"Lepthyphantes tenuis";"Lepthyphantes tenuis";"INBO_RL_SPI_1998_NONVAL_280";"Slank wevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lepthyphantes";"zimmermanni";"Lepthyphantes zimmermanni";"Lepthyphantes zimmermanni";"INBO_RL_SPI_1998_NONVAL_281";"Boswevertje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Leptorhoptrum";"robustum";"Leptorhoptrum robustum";"Leptorhoptrum robustum";"INBO_RL_SPI_1998_NONVAL_282";"Donker langpalpje";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Leptothrix";"hardyi";"Leptothrix hardyi";"Leptothrix hardyi";"INBO_RL_SPI_1998_NONVAL_283";"Pruikspinnetje";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lessertia";"dentichelis";"Lessertia dentichelis";"Lessertia dentichelis";"INBO_RL_SPI_1998_NONVAL_284";"Spiraal-dwergtandkaak";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Linyphia";"hortensis";"Linyphia hortensis";"Linyphia hortensis";"INBO_RL_SPI_1998_NONVAL_285";"Tuinhangmatspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Linyphia";"tenuipalpis";"Linyphia tenuipalpis";"Linyphia tenuipalpis";"INBO_RL_SPI_1998_NONVAL_286";"Grote heidehangmatspin";"Met uitsterven bedreigd";"CR";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Linyphia";"triangularis";"Linyphia triangularis";"Linyphia triangularis";"INBO_RL_SPI_1998_NONVAL_287";"Herfsthangmatspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Liocranidae";"Liocranum";"rupicola";"Liocranum rupicola";"Liocranum rupicola";"INBO_RL_SPI_1998_NONVAL_288";"Grote gevlekte bodemzakspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Lophomma";"punctatum";"Lophomma punctatum";"Lophomma punctatum";"INBO_RL_SPI_1998_NONVAL_289";"Perforaatje";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Lycosidae";"Alopecosa";"pulverulenta";"Alopecosa pulverulenta";"Alopecosa pulverulenta";"INBO_RL_SPI_1998_NONVAL_29";"Gewone panterspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Macrargus";"carpenteri";"Macrargus carpenteri";"Macrargus carpenteri";"INBO_RL_SPI_1998_NONVAL_290";"Dennestrooiselspin";"Zeldzaam";"NT";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Macrargus";"rufus";"Macrargus rufus";"Macrargus rufus";"INBO_RL_SPI_1998_NONVAL_291";"Winterstrooiselspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Araneidae";"Mangora";"acalypha";"Mangora acalypha";"Mangora acalypha";"INBO_RL_SPI_1998_NONVAL_292";"Driestreepspin";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Maro";"minutus";"Maro minutus";"Maro minutus";"INBO_RL_SPI_1998_NONVAL_293";"Kleinste dwergspin";"Waarschijnlijk bedreigd";"DD";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Maro";"sublestus";"Maro sublestus";"Maro sublestus";"INBO_RL_SPI_1998_NONVAL_294";"Zeldzame dwergspin";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Marpissa";"muscosa";"Marpissa muscosa";"Marpissa muscosa";"INBO_RL_SPI_1998_NONVAL_295";"Schorsmarpissa";"Momenteel niet bedreigd";"LC";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Marpissa";"nivoyi";"Marpissa nivoyi";"Marpissa nivoyi";"INBO_RL_SPI_1998_NONVAL_296";"Grasmarpissa";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Marpissa";"pomatia";"Marpissa pomatia";"Marpissa pomatia";"INBO_RL_SPI_1998_NONVAL_297";"Scherpe marpissa";"Met uitsterven bedreigd";"CR";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Salticidae";"Marpissa";"radiata";"Marpissa radiata";"Marpissa radiata";"INBO_RL_SPI_1998_NONVAL_298";"Rietmarpissa";"Kwetsbaar";"VU";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
"Spiders";"Animalia";"Arthropoda";"Arachnida";"Aranaea";"Linyphiidae";"Maso";"gallicus";"Maso gallicus";"Maso gallicus";"INBO_RL_SPI_1998_NONVAL_299";"Veer-dwergstekelpoot";"Bedreigd";"EN";"";"ExpertJudgement";1998.00;"Maelfait_etal_1998"
